complexity,loss,equation,score,sympy_format,lambda_format,simulation,parsimony,populations
13,1.9925022,"min(DST * 0.020104071, Ey * -1.6907686) + ((DST * -0.06404725) + 0.18029693)",0.00037644503976390993,"min(DST * 0.020104071, Ey * -1.6907686) + ((DST * -0.06404725) + 0.18029693)","PySRFunction(X=>min(DST * 0.020104071, Ey * -1.6907686) + ((DST * -0.06404725) + 0.18029693))",30,0.6907651527965286,104
16,1.9925084,"min((Ey * -1.4427367) + 0.3892054, square(-0.48024628)) - (0.05429218 * (DST + (P_dyn + P_dyn)))",0.00014357754362483377,"min((Ey * -1.4427367) + 0.3892054, square(-0.48024628)) - (0.05429218 * (DST + (P_dyn + P_dyn)))","PySRFunction(X=>min((Ey * -1.4427367) + 0.3892054, square(-0.48024628)) - (0.05429218 * (DST + (P_dyn + P_dyn))))",81,0.1302776967933314,64
15,1.9925193,"min(Ey * -1.6742793, (Ey + P_dyn) * -0.1619324) + ((DST - 3.525439) * -0.056500442)",9.82578998021974e-05,"min(Ey * -1.6742793, (Ey + P_dyn) * -0.1619324) + ((DST - 3.525439) * -0.056500442)","PySRFunction(X=>min(Ey * -1.6742793, (Ey + P_dyn) * -0.1619324) + ((DST - 3.525439) * -0.056500442))",92,0.15156542864139022,64
13,1.9925483,"min(DST * -0.03664706, ((-0.03664706 * DST) - Ey) / 0.5261322) - -0.30128664",0.0009559614430792949,"min(DST * -0.03664706, ((-0.03664706 * DST) - Ey) / 0.5261322) - -0.30128664","PySRFunction(X=>min(DST * -0.03664706, ((-0.03664706 * DST) - Ey) / 0.5261322) - -0.30128664)",27,0.45099183801247894,49
16,1.9925678,"(((-0.035853744 * (DST + P_dyn)) - max(-0.035853744, Ey + -0.17320742)) / square(0.7886169)) + 0.061354086",0.000278507669723944,"(((-0.035853744 * (DST + P_dyn)) - max(-0.035853744, Ey + -0.17320742)) / square(0.7886169)) + 0.061354086","PySRFunction(X=>(((-0.035853744 * (DST + P_dyn)) - max(-0.035853744, Ey + -0.17320742)) / square(0.7886169)) + 0.061354086)",55,0.8839467022408268,106
10,1.9926453,"(DST * -0.06202604) - max(-0.06447579, Ey * sqrt(P_dyn))",0.003426744953318857,"(DST * -0.06202604) - max(-0.06447579, Ey * sqrt(P_dyn))","PySRFunction(X=>(DST * -0.06202604) - max(-0.06447579, Ey * sqrt(P_dyn)))",62,0.67452115238689,107
13,1.9926533,"(((P_dyn + DST) * -0.056557316) - (max(0.06769359, Ey) / 0.59752256)) + 0.3094988",0.0006456138779638076,"(((P_dyn + DST) * -0.056557316) - (max(0.06769359, Ey) / 0.59752256)) + 0.3094988","PySRFunction(X=>(((P_dyn + DST) * -0.056557316) - (max(0.06769359, Ey) / 0.59752256)) + 0.3094988)",82,0.591868900251688,68
16,1.9927433,"(min(Ey, sqrt(0.27424163) - Ey) + (((DST + P_dyn) / -16.63721) - Ey)) + 0.10558909",0.00027300341835258984,"(min(Ey, sqrt(0.27424163) - Ey) + (((DST + P_dyn) / -16.63721) - Ey)) + 0.10558909","PySRFunction(X=>(min(Ey, sqrt(0.27424163) - Ey) + (((DST + P_dyn) / -16.63721) - Ey)) + 0.10558909)",58,0.19748226858263251,118
13,1.9927721,"sqrt(P_dyn) * ((DST * -0.03776623) - max(Ey, -0.3524339 / square(P_dyn)))",0.0003434323809508281,"sqrt(P_dyn) * ((DST * -0.03776623) - max(Ey, -0.3524339 / square(P_dyn)))","PySRFunction(X=>sqrt(P_dyn) * ((DST * -0.03776623) - max(Ey, -0.3524339 / square(P_dyn))))",98,0.5305623742939397,35
15,1.9927945,"min((Ey * -1.4427367) + 0.3892054, 0.20056552) - ((DST + (P_dyn + P_dyn)) * 0.05429218)",0.0006374415025075745,"min((Ey * -1.4427367) + 0.3892054, 0.20056552) - ((DST + (P_dyn + P_dyn)) * 0.05429218)","PySRFunction(X=>min((Ey * -1.4427367) + 0.3892054, 0.20056552) - ((DST + (P_dyn + P_dyn)) * 0.05429218))",81,0.1302776967933314,64
11,1.9928315,"min(DST * -0.047974475, ((DST * -0.047974475) - Ey) / 0.53972)",0.0030273253826169524,"min(DST * -0.047974475, ((DST * -0.047974475) - Ey) / 0.53972)","PySRFunction(X=>min(DST * -0.047974475, ((DST * -0.047974475) - Ey) / 0.53972))",42,0.8720803419182309,28
13,1.9928656,"min(((DST * -0.044978492) - Ey) - Ey, 0.052418407) - (DST * 0.052418407)",0.0034632215402807596,"min(((DST * -0.044978492) - Ey) - Ey, 0.052418407) - (DST * 0.052418407)","PySRFunction(X=>min(((DST * -0.044978492) - Ey) - Ey, 0.052418407) - (DST * 0.052418407))",5,0.22810632432635974,41
14,1.9928902,"(min(0.0, Ey * -1.4816436) + ((square(P_dyn) + DST) * -0.056524616)) - -0.27407846",0.0006479441619285269,"(min(0.0, Ey * -1.4816436) + ((square(P_dyn) + DST) * -0.056524616)) - -0.27407846","PySRFunction(X=>(min(0.0, Ey * -1.4816436) + ((square(P_dyn) + DST) * -0.056524616)) - -0.27407846)",80,0.46091555726534056,103
10,1.9928974,"(DST * -0.054854035) - (max(Ey, 0.009962292) * sqrt(P_dyn))",0.004318481307315305,"(DST * -0.054854035) - (max(Ey, 0.009962292) * sqrt(P_dyn))","PySRFunction(X=>(DST * -0.054854035) - (max(Ey, 0.009962292) * sqrt(P_dyn)))",11,0.5146846678269839,53
13,1.9929109,"(((4.5572405 - DST) - P_dyn) * 0.05866436) + min(Ey * -1.554062, -0.1359039)",0.002079514923223944,"(((4.5572405 - DST) - P_dyn) * 0.05866436) + min(Ey * -1.554062, -0.1359039)","PySRFunction(X=>(((4.5572405 - DST) - P_dyn) * 0.05866436) + min(Ey * -1.554062, -0.1359039))",92,0.15156542864139022,64
18,1.9929231,"(-0.07408854 * DST) + min((0.23253457 - Ey) / 0.45571312, (DST * min(0.10321256, 0.23253457)) * square(-0.57064533))",0.0015174716309022214,"(-0.07408854 * DST) + min((0.23253457 - Ey) / 0.45571312, (DST * min(0.10321256, 0.23253457)) * square(-0.57064533))","PySRFunction(X=>(-0.07408854 * DST) + min((0.23253457 - Ey) / 0.45571312, (DST * min(0.10321256, 0.23253457)) * square(-0.57064533)))",47,0.05941929205177354,28
13,1.9929342,"(((P_dyn + DST) + -5.1593633) * -0.056629326) - (max(Ey, 0.075091414) / 0.59006035)",0.0016623453219660144,"(((P_dyn + DST) + -5.1593633) * -0.056629326) - (max(Ey, 0.075091414) / 0.59006035)","PySRFunction(X=>(((P_dyn + DST) + -5.1593633) * -0.056629326) - (max(Ey, 0.075091414) / 0.59006035))",26,0.06313970895502706,68
12,1.9929702,"((-0.04324911 * DST) - max(Ey, -0.04324911)) * sqrt(max(P_dyn, 1.4301203))",0.0007989718549462422,"((-0.04324911 * DST) - max(Ey, -0.04324911)) * sqrt(max(P_dyn, 1.4301203))","PySRFunction(X=>((-0.04324911 * DST) - max(Ey, -0.04324911)) * sqrt(max(P_dyn, 1.4301203)))",2,0.8100810575240276,25
14,1.9930762,"(((DST + P_dyn) * -0.060555782) - (max(0.040909912, Ey) / 0.64585793)) + square(0.48603097)",7.375506159881315e-06,"(((DST + P_dyn) * -0.060555782) - (max(0.040909912, Ey) / 0.64585793)) + square(0.48603097)","PySRFunction(X=>(((DST + P_dyn) * -0.060555782) - (max(0.040909912, Ey) / 0.64585793)) + square(0.48603097))",36,0.5183923915928792,47
13,1.9930909,"((DST + P_dyn) * -0.060555782) - ((max(0.040909912, Ey) / 0.64585793) + -0.23867989)",0.0011878462556997374,"((DST + P_dyn) * -0.060555782) - ((max(0.040909912, Ey) / 0.64585793) + -0.23867989)","PySRFunction(X=>((DST + P_dyn) * -0.060555782) - ((max(0.040909912, Ey) / 0.64585793) + -0.23867989))",36,0.5183923915928792,47
15,1.993213,"((DST * -0.061209515) - max(0.44876602, min(P_dyn + P_dyn, Ey) + Ey)) + 0.44876602",0.00041959839271004805,"((DST * -0.061209515) - max(0.44876602, min(P_dyn + P_dyn, Ey) + Ey)) + 0.44876602","PySRFunction(X=>((DST * -0.061209515) - max(0.44876602, min(P_dyn + P_dyn, Ey) + Ey)) + 0.44876602)",100,0.8273753322405928,82
11,1.9932162,"min(((DST * -0.090767264) - Ey) - Ey, DST * -0.054770827)",0.0018123698753024847,"min(((DST * -0.090767264) - Ey) - Ey, DST * -0.054770827)","PySRFunction(X=>min(((DST * -0.090767264) - Ey) - Ey, DST * -0.054770827))",66,0.3983027148036292,52
15,1.9932209,"min(-0.03645001, Ey / -0.6649028) + (((P_dyn - 2.5451193) + (DST + P_dyn)) * -0.06331895)",0.0003378563954807293,"min(-0.03645001, Ey / -0.6649028) + (((P_dyn - 2.5451193) + (DST + P_dyn)) * -0.06331895)","PySRFunction(X=>min(-0.03645001, Ey / -0.6649028) + (((P_dyn - 2.5451193) + (DST + P_dyn)) * -0.06331895))",64,0.42995733838620886,73
15,1.9932874,"(min(Ey, 0.66931087 - Ey) + (((DST + P_dyn) / -16.63721) - Ey)) + 0.10558909",0.00024827183255826424,"(min(Ey, 0.66931087 - Ey) + (((DST + P_dyn) / -16.63721) - Ey)) + 0.10558909","PySRFunction(X=>(min(Ey, 0.66931087 - Ey) + (((DST + P_dyn) / -16.63721) - Ey)) + 0.10558909)",58,0.19748226858263251,118
10,1.9932911,"(DST * -0.062973335) - max(-0.04409689, sqrt(P_dyn) * Ey)",0.0031541175703248612,"(DST * -0.062973335) - max(-0.04409689, sqrt(P_dyn) * Ey)","PySRFunction(X=>(DST * -0.062973335) - max(-0.04409689, sqrt(P_dyn) * Ey))",35,0.25845130777194564,52
17,1.9933363,"((max(Ey, 0.22354493) * -1.3073403) + ((((P_dyn + DST) / -2.0854428) * 0.089865506) + 0.33341378)) * 1.3090793",0.0005523883891143829,"((max(Ey, 0.22354493) * -1.3073403) + ((((P_dyn + DST) / -2.0854428) * 0.089865506) + 0.33341378)) * 1.3090793","PySRFunction(X=>((max(Ey, 0.22354493) * -1.3073403) + ((((P_dyn + DST) / -2.0854428) * 0.089865506) + 0.33341378)) * 1.3090793)",97,0.16100709048802692,105
12,1.9934156,"((DST * -0.040235482) - max(-0.007609412, Ey)) * (sqrt(P_dyn) - -0.21209443)",0.0007662120762265209,"((DST * -0.040235482) - max(-0.007609412, Ey)) * (sqrt(P_dyn) - -0.21209443)","PySRFunction(X=>((DST * -0.040235482) - max(-0.007609412, Ey)) * (sqrt(P_dyn) - -0.21209443))",90,0.09310646719767189,101
13,1.9934267,"min((DST / -10.48589) - (Ey + Ey), (DST / -13.582326) / 1.612137)",0.0016373063726560382,"min((DST / -10.48589) - (Ey + Ey), (DST / -13.582326) / 1.612137)","PySRFunction(X=>min((DST / -10.48589) - (Ey + Ey), (DST / -13.582326) / 1.612137))",94,0.5824767943876961,120
12,1.9934566,"sqrt(P_dyn) * ((DST * -0.03776623) - max(-0.3524339 / P_dyn, Ey))",0.000715480356300799,"sqrt(P_dyn) * ((DST * -0.03776623) - max(-0.3524339 / P_dyn, Ey))","PySRFunction(X=>sqrt(P_dyn) * ((DST * -0.03776623) - max(-0.3524339 / P_dyn, Ey)))",98,0.5305623742939397,35
11,1.9935285,"min(DST * -0.05684871, (-0.08284125 * DST) - (Ey / 0.52914685))",0.0016510722448873846,"min(DST * -0.05684871, (-0.08284125 * DST) - (Ey / 0.52914685))","PySRFunction(X=>min(DST * -0.05684871, (-0.08284125 * DST) - (Ey / 0.52914685)))",63,0.5295891404231983,116
10,1.9935616,"(-0.057567857 * DST) - (max(Ey, -0.16650964) * sqrt(P_dyn))",0.003334786678063814,"(-0.057567857 * DST) - (max(Ey, -0.16650964) * sqrt(P_dyn))","PySRFunction(X=>(-0.057567857 * DST) - (max(Ey, -0.16650964) * sqrt(P_dyn)))",76,0.3646058341351385,34
14,1.9935805,"(((P_dyn + DST) / -18.340105) - max(Ey / sqrt(0.39690855), 0.080380164)) + 0.28351396",0.00017544780111806163,"(((P_dyn + DST) / -18.340105) - max(Ey / sqrt(0.39690855), 0.080380164)) + 0.28351396","PySRFunction(X=>(((P_dyn + DST) / -18.340105) - max(Ey / sqrt(0.39690855), 0.080380164)) + 0.28351396)",24,0.3242510310433755,57
15,1.993669,"min((Ey - (DST * -0.051746204)) * -0.818049, Ey) - (Ey - (DST * -0.045478657))",0.001613809581664848,"min((Ey - (DST * -0.051746204)) * -0.818049, Ey) - (Ey - (DST * -0.045478657))","PySRFunction(X=>min((Ey - (DST * -0.051746204)) * -0.818049, Ey) - (Ey - (DST * -0.045478657)))",44,0.5510622052366214,25
14,1.993678,"((-0.035853744 * (DST + P_dyn)) - max(-0.035853744, Ey + -0.17320742)) / square(0.7886169)",0.0005951530511534549,"((-0.035853744 * (DST + P_dyn)) - max(-0.035853744, Ey + -0.17320742)) / square(0.7886169)","PySRFunction(X=>((-0.035853744 * (DST + P_dyn)) - max(-0.035853744, Ey + -0.17320742)) / square(0.7886169))",55,0.8839467022408268,106
14,1.9937171,"(((square(P_dyn * 0.7700401) + DST) * 0.044901706) + max(Ey, -0.19505203)) * -1.1809846",0.0014274181184106601,"(((square(P_dyn * 0.7700401) + DST) * 0.044901706) + max(Ey, -0.19505203)) * -1.1809846","PySRFunction(X=>(((square(P_dyn * 0.7700401) + DST) * 0.044901706) + max(Ey, -0.19505203)) * -1.1809846)",99,0.756500952915641,94
15,1.9937506,"min(0.11539158 - (DST * 0.045181885), ((0.045181885 - (DST * 0.045181885)) - Ey) * 1.572486)",1.3391755829706705e-05,"min(0.11539158 - (DST * 0.045181885), ((0.045181885 - (DST * 0.045181885)) - Ey) * 1.572486)","PySRFunction(X=>min(0.11539158 - (DST * 0.045181885), ((0.045181885 - (DST * 0.045181885)) - Ey) * 1.572486))",57,0.46689719610182107,23
11,1.9937549,"(DST * -0.09997594) - max(DST * -0.0502515, Ey + Ey)",0.004517618579030357,"(DST * -0.09997594) - max(DST * -0.0502515, Ey + Ey)","PySRFunction(X=>(DST * -0.09997594) - max(DST * -0.0502515, Ey + Ey))",18,0.5268729854891229,90
14,1.9937773,"((min(0.030387947, Ey) - (DST * 0.040616002)) - Ey) * (sqrt(P_dyn) + 0.114244536)",0.0006788775769205868,"((min(0.030387947, Ey) - (DST * 0.040616002)) - Ey) * (sqrt(P_dyn) + 0.114244536)","PySRFunction(X=>((min(0.030387947, Ey) - (DST * 0.040616002)) - Ey) * (sqrt(P_dyn) + 0.114244536))",57,0.46689719610182107,23
14,1.9937813,"(square(P_dyn) * -0.0306067) - (((DST * -0.048773024) - max(Ey, -0.26425037)) / -0.82185805)",0.0005930687050965276,"(square(P_dyn) * -0.0306067) - (((DST * -0.048773024) - max(Ey, -0.26425037)) / -0.82185805)","PySRFunction(X=>(square(P_dyn) * -0.0306067) - (((DST * -0.048773024) - max(Ey, -0.26425037)) / -0.82185805))",31,0.7177283605925705,85
15,1.9937843,"((DST * -0.0518767) - Ey) + min(Ey, ((DST * -0.0518767) - Ey) + 0.12794377)",0.0004017626633963548,"((DST * -0.0518767) - Ey) + min(Ey, ((DST * -0.0518767) - Ey) + 0.12794377)","PySRFunction(X=>((DST * -0.0518767) - Ey) + min(Ey, ((DST * -0.0518767) - Ey) + 0.12794377))",8,0.5177904671178928,29
13,1.9939303,"((P_dyn + DST) / -18.340105) - (max(Ey / 0.6532759, 0.080380164) + -0.28351396)",0.0018585174522857272,"((P_dyn + DST) / -18.340105) - (max(Ey / 0.6532759, 0.080380164) + -0.28351396)","PySRFunction(X=>((P_dyn + DST) / -18.340105) - (max(Ey / 0.6532759, 0.080380164) + -0.28351396))",24,0.3242510310433755,57
12,1.9939402,"(DST * -0.056557316) - (max(-0.056557316, Ey) * sqrt(0.8438993 + P_dyn))",0.001406925659992631,"(DST * -0.056557316) - (max(-0.056557316, Ey) * sqrt(0.8438993 + P_dyn))","PySRFunction(X=>(DST * -0.056557316) - (max(-0.056557316, Ey) * sqrt(0.8438993 + P_dyn)))",82,0.591868900251688,68
12,1.9939799,"min(0.033485636, (sqrt(P_dyn) * Ey) * -1.0874054) - (DST * 0.06549541)",0.002197205344551283,"min(0.033485636, (sqrt(P_dyn) * Ey) * -1.0874054) - (DST * 0.06549541)","PySRFunction(X=>min(0.033485636, (sqrt(P_dyn) * Ey) * -1.0874054) - (DST * 0.06549541))",3,0.02069595624473878,72
11,1.9940029,"min(DST * 0.020104071, Ey * -1.6907686) + (DST * -0.07240616)",0.001573022217370877,"min(DST * 0.020104071, Ey * -1.6907686) + (DST * -0.07240616)","PySRFunction(X=>min(DST * 0.020104071, Ey * -1.6907686) + (DST * -0.07240616))",30,0.6907651527965286,104
11,1.9941541,"min((DST * -0.090466075) - (Ey * 1.960752), DST * -0.043293092)",0.0012570224057695193,"min((DST * -0.090466075) - (Ey * 1.960752), DST * -0.043293092)","PySRFunction(X=>min((DST * -0.090466075) - (Ey * 1.960752), DST * -0.043293092))",25,0.3134955963792481,93
13,1.9941819,"(min(-0.056524616, -1.4816436 * Ey) + ((P_dyn + DST) * -0.056524616)) - -0.20736976",0.0011248596979766717,"(min(-0.056524616, -1.4816436 * Ey) + ((P_dyn + DST) * -0.056524616)) - -0.20736976","PySRFunction(X=>(min(-0.056524616, -1.4816436 * Ey) + ((P_dyn + DST) * -0.056524616)) - -0.20736976)",80,0.46091555726534056,103
18,1.99419,"((DST * -0.051542893) - (((Ey > -0.051542893) * 0.9310442) * min(P_dyn + Ey, square(Ey)))) * 1.1337379",2.5949712471735297e-05,"((DST * -0.051542893) - (((Ey > -0.051542893) * 0.9310442) * min(P_dyn + Ey, square(Ey)))) * 1.1337379","PySRFunction(X=>((DST * -0.051542893) - (((Ey > -0.051542893) * 0.9310442) * min(P_dyn + Ey, square(Ey)))) * 1.1337379)",53,0.6623603403494105,38
13,1.9942774,"min(Ey, 0.66931087 - Ey) + (((DST + P_dyn) / -16.63721) - Ey)",0.0005792477043635683,"min(Ey, 0.66931087 - Ey) + (((DST + P_dyn) / -16.63721) - Ey)","PySRFunction(X=>min(Ey, 0.66931087 - Ey) + (((DST + P_dyn) / -16.63721) - Ey))",58,0.19748226858263251,118
16,1.9942935,"(DST * -0.051542893) - max(min(((Ey > -0.051542893) * P_dyn) + Ey, square(Ey)), -0.1236217)",0.0004648858665661828,"(DST * -0.051542893) - max(min(((Ey > -0.051542893) * P_dyn) + Ey, square(Ey)), -0.1236217)","PySRFunction(X=>(DST * -0.051542893) - max(min(((Ey > -0.051542893) * P_dyn) + Ey, square(Ey)), -0.1236217))",53,0.6623603403494105,38
16,1.9944377,"((max(Ey, 0.089865506) * -1.131654) + (((DST * 0.089865506) / -2.0854428) + 0.11775456)) * sqrt(P_dyn)",0.0011793361552264504,"((max(Ey, 0.089865506) * -1.131654) + (((DST * 0.089865506) / -2.0854428) + 0.11775456)) * sqrt(P_dyn)","PySRFunction(X=>((max(Ey, 0.089865506) * -1.131654) + (((DST * 0.089865506) / -2.0854428) + 0.11775456)) * sqrt(P_dyn))",97,0.16100709048802692,105
13,1.9945682,"min(Ey / -0.6649028, -0.03645001) + (((P_dyn - 2.5451193) + DST) * -0.06331895)",0.0011944322784124618,"min(Ey / -0.6649028, -0.03645001) + (((P_dyn - 2.5451193) + DST) * -0.06331895)","PySRFunction(X=>min(Ey / -0.6649028, -0.03645001) + (((P_dyn - 2.5451193) + DST) * -0.06331895))",64,0.42995733838620886,73
13,1.994786,"(((DST - (1.6630079 - P_dyn)) * -0.041924212) - max(Ey, -0.041924212)) / 0.65980965",0.0007212361876625968,"(((DST - (1.6630079 - P_dyn)) * -0.041924212) - max(Ey, -0.041924212)) / 0.65980965","PySRFunction(X=>(((DST - (1.6630079 - P_dyn)) * -0.041924212) - max(Ey, -0.041924212)) / 0.65980965)",52,0.4980929950578914,85
17,1.9947895,"(((Ey * 1.7380875) + (DST + -1.9948491)) + (P_dyn - (max(Ey, -0.007022745) / -0.040239513))) * -0.05686257",0.0001658546537011622,"(((Ey * 1.7380875) + (DST + -1.9948491)) + (P_dyn - (max(Ey, -0.007022745) / -0.040239513))) * -0.05686257","PySRFunction(X=>(((Ey * 1.7380875) + (DST + -1.9948491)) + (P_dyn - (max(Ey, -0.007022745) / -0.040239513))) * -0.05686257)",32,0.32519059021927943,22
13,1.9948864,"((DST * -0.061209515) - max(0.44876602, min(P_dyn, Ey) + Ey)) + 0.44876602",0.000527145536348319,"((DST * -0.061209515) - max(0.44876602, min(P_dyn, Ey) + Ey)) + 0.44876602","PySRFunction(X=>((DST * -0.061209515) - max(0.44876602, min(P_dyn, Ey) + Ey)) + 0.44876602)",100,0.8273753322405928,82
11,1.9949405,"min(((DST * -0.084869035) - Ey) - Ey, DST * -0.044636276)",0.00322553469014352,"min(((DST * -0.084869035) - Ey) - Ey, DST * -0.044636276)","PySRFunction(X=>min(((DST * -0.084869035) - Ey) - Ey, DST * -0.044636276))",14,0.3494401318627533,57
13,1.9949641,"0.1721047 - (((DST * -0.038826544) - max(Ey, P_dyn * 0.058108766)) / -0.596831)",0.0006749698986742352,"0.1721047 - (((DST * -0.038826544) - max(Ey, P_dyn * 0.058108766)) / -0.596831)","PySRFunction(X=>0.1721047 - (((DST * -0.038826544) - max(Ey, P_dyn * 0.058108766)) / -0.596831))",31,0.7177283605925705,85
13,1.9950918,"(-0.0419376 * DST) - max(-0.04340817, Ey - ((DST * -0.0419376) - Ey))",0.0006760529700598253,"(-0.0419376 * DST) - max(-0.04340817, Ey - ((DST * -0.0419376) - Ey))","PySRFunction(X=>(-0.0419376 * DST) - max(-0.04340817, Ey - ((DST * -0.0419376) - Ey)))",77,0.7461220609221213,109
13,1.995102,"((P_dyn + DST) * -0.053002484) - (max(0.10919997, Ey / 0.5838657) + -0.32087117)",0.000687086527364662,"((P_dyn + DST) * -0.053002484) - (max(0.10919997, Ey / 0.5838657) + -0.32087117)","PySRFunction(X=>((P_dyn + DST) * -0.053002484) - (max(0.10919997, Ey / 0.5838657) + -0.32087117))",38,0.4089303201959328,103
10,1.9951701,"(DST * -0.06374492) - max(-0.18308866, sqrt(P_dyn) * Ey)",0.005627763472531159,"(DST * -0.06374492) - max(-0.18308866, sqrt(P_dyn) * Ey)","PySRFunction(X=>(DST * -0.06374492) - max(-0.18308866, sqrt(P_dyn) * Ey))",4,0.5006624842229058,96
11,1.9952346,"(DST * -0.06820014) - max(-0.014018829 * DST, Ey * 1.6410797)",0.0015412368204903392,"(DST * -0.06820014) - max(-0.014018829 * DST, Ey * 1.6410797)","PySRFunction(X=>(DST * -0.06820014) - max(-0.014018829 * DST, Ey * 1.6410797))",22,0.15262123509523484,39
13,1.9953367,"min((Ey * -1.4427367) + 0.1886399, 0.20056552) - ((DST + P_dyn) * 0.05429218)",0.0007033962296331367,"min((Ey * -1.4427367) + 0.1886399, 0.20056552) - ((DST + P_dyn) * 0.05429218)","PySRFunction(X=>min((Ey * -1.4427367) + 0.1886399, 0.20056552) - ((DST + P_dyn) * 0.05429218))",81,0.1302776967933314,64
13,1.995387,"min((((DST + DST) * -0.0518767) - Ey) - Ey, DST * -0.0518767)",0.0020829384812838664,"min((((DST + DST) * -0.0518767) - Ey) - Ey, DST * -0.0518767)","PySRFunction(X=>min((((DST + DST) * -0.0518767) - Ey) - Ey, DST * -0.0518767))",8,0.5177904671178928,29
15,1.9954513,"((DST + ((-1.9948491 + P_dyn) - (max(Ey, -0.007022745) / -0.040239513))) * -0.05686257) + 0.031905815",0.00012496863948497305,"((DST + ((-1.9948491 + P_dyn) - (max(Ey, -0.007022745) / -0.040239513))) * -0.05686257) + 0.031905815","PySRFunction(X=>((DST + ((-1.9948491 + P_dyn) - (max(Ey, -0.007022745) / -0.040239513))) * -0.05686257) + 0.031905815)",32,0.32519059021927943,22
10,1.9955425,"sqrt(P_dyn) * ((DST * -0.040924836) - max(-0.06365936, Ey))",0.002213937210123783,"sqrt(P_dyn) * ((DST * -0.040924836) - max(-0.06365936, Ey))","PySRFunction(X=>sqrt(P_dyn) * ((DST * -0.040924836) - max(-0.06365936, Ey)))",13,0.11563849352984107,82
10,1.9955562,"sqrt(P_dyn) * ((DST * -0.04139967) - max(-0.06565877, Ey))",0.0020107992772489263,"sqrt(P_dyn) * ((DST * -0.04139967) - max(-0.06565877, Ey))","PySRFunction(X=>sqrt(P_dyn) * ((DST * -0.04139967) - max(-0.06565877, Ey)))",74,0.8388475202703249,77
13,1.9957218,"1.7196743 * (0.24220814 - (((DST + P_dyn) * 0.030339826) + max(Ey, 0.07114113)))",0.0007255014395836774,"1.7196743 * (0.24220814 - (((DST + P_dyn) * 0.030339826) + max(Ey, 0.07114113)))","PySRFunction(X=>1.7196743 * (0.24220814 - (((DST + P_dyn) * 0.030339826) + max(Ey, 0.07114113))))",79,0.45265904225001785,99
10,1.995761,"(DST * -0.048560675) - max(-0.27119368, Ey * sqrt(P_dyn))",0.0050174527201568946,"(DST * -0.048560675) - max(-0.27119368, Ey * sqrt(P_dyn))","PySRFunction(X=>(DST * -0.048560675) - max(-0.27119368, Ey * sqrt(P_dyn)))",45,0.5427880929432134,113
11,1.9957905,"(DST * -0.06165233) + min(0.06607426, (Ey * -1.8564476) - -0.38120022)",0.001001081303643453,"(DST * -0.06165233) + min(0.06607426, (Ey * -1.8564476) - -0.38120022)","PySRFunction(X=>(DST * -0.06165233) + min(0.06607426, (Ey * -1.8564476) - -0.38120022))",69,0.8511287117053551,20
11,1.9958824,"(DST * -0.062033515) + (0.33091494 - (max(Ey, 0.15475047) / 0.54222316))",0.0013440127858333362,"(DST * -0.062033515) + (0.33091494 - (max(Ey, 0.15475047) / 0.54222316))","PySRFunction(X=>(DST * -0.062033515) + (0.33091494 - (max(Ey, 0.15475047) / 0.54222316)))",15,0.424640009620544,71
10,1.9959013,"sqrt(P_dyn) * ((DST * -0.038889114) - max(Ey, -0.13429071))",0.002470964783643553,"sqrt(P_dyn) * ((DST * -0.038889114) - max(Ey, -0.13429071))","PySRFunction(X=>sqrt(P_dyn) * ((DST * -0.038889114) - max(Ey, -0.13429071)))",96,0.5503908484809729,115
17,1.9959496,"((min(3.913614e-10, 0.4550786 - (Ey / (0.07676666 + 0.37894645))) + (DST * -0.07408854)) / 1.1509733) * 0.9802853",8.617080782843659e-05,"((min(3.913614e-10, 0.4550786 - (Ey / (0.07676666 + 0.37894645))) + (DST * -0.07408854)) / 1.1509733) * 0.9802853","PySRFunction(X=>((min(3.913614e-10, 0.4550786 - (Ey / (0.07676666 + 0.37894645))) + (DST * -0.07408854)) / 1.1509733) * 0.9802853)",47,0.05941929205177354,28
13,1.9959501,"(DST + ((-1.9948491 + P_dyn) - (max(Ey, -0.007022745) / -0.040239513))) * -0.05686257",0.0010202514460271007,"(DST + ((-1.9948491 + P_dyn) - (max(Ey, -0.007022745) / -0.040239513))) * -0.05686257","PySRFunction(X=>(DST + ((-1.9948491 + P_dyn) - (max(Ey, -0.007022745) / -0.040239513))) * -0.05686257)",32,0.32519059021927943,22
10,1.9960225,"((DST * -0.038405746) - max(-0.08297743, Ey)) * sqrt(P_dyn)",0.0016508724440159753,"((DST * -0.038405746) - max(-0.08297743, Ey)) * sqrt(P_dyn)","PySRFunction(X=>((DST * -0.038405746) - max(-0.08297743, Ey)) * sqrt(P_dyn))",9,0.855507205394236,54
12,1.9960525,"((DST * -0.035853744) - max(-0.035853744, Ey + -0.17320742)) / square(0.76482934)",0.0004009611600998887,"((DST * -0.035853744) - max(-0.035853744, Ey + -0.17320742)) / square(0.76482934)","PySRFunction(X=>((DST * -0.035853744) - max(-0.035853744, Ey + -0.17320742)) / square(0.76482934))",55,0.8839467022408268,106
